vid_ID,frame_num,task_var,event,huj_0,huj_1,huj_2
banner35,616,a,protest,84,100,87
banner49,798,a,protest,79,87,39
banner30,1818,a,protest,62,100,99
kZhSPnnXyPo,1308,a,COVID test,94,100,100
DEiapWRTPIU,3232,a,COVID test,4,73,10
HJsKFGUE-Ak,0,a,COVID test,4,49,8
mSbitxEwU2M,2294,a,COVID test,33,56,98
xhXThd33-cM,705,a,COVID test,6,23,12
vl4qPtARm2E,4644,a,COVID test,5,1,7
4gRjBTFH4mM,455,a,medical procedure (other than COVID test),2,79,97
Dz5ZVxWit3w,1674,a,medical procedure (other than COVID test),94,100,97
f6HtqolhKqo,3105,a,medical procedure (other than COVID test),84,100,80
6P7zkVLbxWc,2030,a,medical procedure (other than COVID test),4,5,2
yxiLs_lXrV4,7308,a,medical procedure (other than COVID test),3,45,2
kU3Euj7-xVM,2232,a,medical procedure (other than COVID test),6,28,1
banner31,795,a,protest,57,100,71
banner49,2394,a,protest,83,100,100
banner29,2360,a,protest,55,50,100
banner44,1485,a,protest,61,100,84
banner62,3996,a,protest,70,100,100
banner33,7620,a,protest,39,41,58
byhX5cDBYxA,175,a,wedding,4,1,0
31U5E5xbm9Y,17391,a,wedding,96,100,100
EMoFeXZpJyg,5184,a,wedding,5,8,2
aMk0WhTsBIE,3584,a,wedding,65,76,58
AxlDl0L8zt8,2635,a,wedding,52,46,2
cNoOzS2HZ5k,27140,a,wedding,93,100,100
EMoFeXZpJyg,6336,a,wedding,98,100,100
g2w7Yu4hMYE,360,a,wedding,95,100,18
Gwz0Z1qY5Wc,2002,a,wedding,91,73,100
"""-El_iQ0i5Og""",4920,a,wedding,9,0,9
44HWfia55q4,1313,a,wedding,80,84,8
adpTLWCfu9k,488,a,wedding,18,73,7
banner57,492,a,protest,100,75,87
banner38,2875,a,protest,14,39,84
banner48,819,a,protest,100,83,67
banner39,1071,a,protest,100,32,87
banner66,72,a,protest,100,46,77
banner28,1392,a,protest,100,73,95
fsucWkxGVE4,513,a,birthday party,7,62,89
FexAG0oxtDw,102,a,birthday party,34,65,9
DoS4Y-KGezU,9400,a,birthday party,87,92,99
cNtI9QczpnA,5740,a,birthday party,68,1,100
cBr1FeeNtFg,38430,a,birthday party,84,91,100
6fdzHKRMn6Q,1680,a,birthday party,64,91,87
banner64,2975,a,protest,69,100,89
banner19,52,a,protest,84,100,9
banner67,2220,a,protest,76,100,73
banner44,396,a,protest,61,100,53
banner57,2296,a,protest,80,85,77
banner15,238,a,protest,86,100,89
6x4ZgoAwyQo,3380,a,medical procedure (other than COVID test),62,50,100
3rVj5ziqKUg,678,a,medical procedure (other than COVID test),9,27,70
DWyUaFsyd-g,792,a,medical procedure (other than COVID test),90,65,100
79zs_gX2y5Q,6902,a,medical procedure (other than COVID test),76,62,100
PeQhZpfuEx0,106,a,medical procedure (other than COVID test),35,62,77
f_uM1i53Y-s,3564,a,medical procedure (other than COVID test),5,76,9
eFTcf7SovK4,1050,a,medical procedure (other than COVID test),95,100,100
34W38Agu0jg,525,a,medical procedure (other than COVID test),79,88,48
Dz5ZVxWit3w,1023,a,medical procedure (other than COVID test),85,100,100
PeQhZpfuEx0,636,a,medical procedure (other than COVID test),51,20,100
cIhak7--M8Q,2470,a,medical procedure (other than COVID test),87,86,100
bUsRnkh7yk4,3000,a,medical procedure (other than COVID test),64,55,3
utcuUvRYxfI,206,a,COVID test,96,83,98
hDma7N2a3m4,1833,a,COVID test,7,11,12
IV4fpTCAUUM,2135,a,COVID test,5,4,12
vl4qPtARm2E,4128,a,COVID test,3,11,91
nZ5ARMIiQ4A,1782,a,COVID test,6,22,32
7oQKaOzzXyc,1836,a,COVID test,19,84,4
banner62,1036,a,protest,88,100,81
banner46,2041,a,protest,93,100,19
banner50,392,a,protest,92,100,94
banner25,1050,a,protest,91,100,40
banner10,198,a,protest,80,100,90
banner30,6262,a,protest,50,46,65
Ns4Ml5sPGSo,4768,a,COVID test,5,17,66
U4c8adLgEd0,2835,a,COVID test,92,100,29
aoz22H-Kii8,3036,a,COVID test,76,88,100
HkWGjt1p9-0,2196,a,COVID test,5,76,23
HLIcL6FZ_8M,2937,a,COVID test,6,87,95
5j33uNevAKw,2756,a,COVID test,5,9,2
banner22,64,a,protest,58,100,94
banner39,1530,a,protest,61,100,90
banner15,3332,a,protest,84,100,91
banner46,4082,a,protest,91,100,100
banner58,896,a,protest,90,100,96
banner09,656,a,protest,48,79,95
-5VIQPJ8YOA,1900,a,birthday party,85,88,22
D9EjcfgEaNo,11304,a,birthday party,51,69,7
_amwPjAcoC8,7999,a,birthday party,61,88,28
DeQc9JcUhMA,5022,a,birthday party,48,69,26
3l0XYe5kjs4,23548,a,birthday party,7,35,13
H0IGc2sVXDg,1731,a,birthday party,8,15,12
banner23,4554,a,protest,77,100,98
banner28,3944,a,protest,5,13,15
banner55,0,a,protest,84,100,100
banner15,4165,a,protest,72,100,100
banner09,1968,a,protest,4,11,39
banner19,520,a,protest,90,100,100
tS3U1j-YFLw,282,a,parade,5,65,19
R9-GPHlze48,560,a,parade,77,95,100
NUoY6aBmKNY,3710,a,parade,2,3,3
cMyKA8oVgdQ,4680,a,parade,8,5,6
2pp33MkzdFI,2726,a,parade,2,5,2
QELVDv9vhIE,2346,a,parade,100,95,93
9VP1n9zTk38,2587,a,wedding,94,61,100
BK_CKC5lw6I,2805,a,wedding,99,100,100
9tGS3c1Ja6o,2916,a,wedding,76,41,3
COiFSitg930,8303,a,wedding,96,100,97
44HWfia55q4,1919,a,wedding,43,47,0
759-RoOmxeo,5941,a,wedding,45,21,2
aZFwRcv5--8,40656,a,wedding,91,100,100
HGEDhnHIBio,3302,a,wedding,4,9,5
dI6S2OZBY4E,2834,a,wedding,94,100,100
_rIeDARnet0,70,a,wedding,94,100,98
gpvZPb_lUNU,3692,a,wedding,87,53,5
3-sFLOcz_1I,2497,a,wedding,96,100,99
14mRmD8zHOk,1085,a,COVID test,5,10,100
HLIcL6FZ_8M,1335,a,COVID test,7,40,4
vl4qPtARm2E,387,a,COVID test,2,21,6
hDma7N2a3m4,4794,a,COVID test,25,43,100
RvGDhjkZ_Gg,1855,a,COVID test,70,54,5
HJsKFGUE-Ak,2205,a,COVID test,93,100,2
adpTLWCfu9k,3904,a,wedding,99,100,100
byhX5cDBYxA,4025,a,wedding,100,100,100
3-sFLOcz_1I,2951,a,wedding,76,89,76
dcINl0zJ_YU,488,a,wedding,13,71,2
HGEDhnHIBio,4064,a,wedding,100,100,100
cNoOzS2HZ5k,29500,a,wedding,100,100,100
BoHNtTQGnsU,2187,a,COVID test,79,100,33
"""-lcdWy3VPOs""",648,a,COVID test,93,90,100
LCW07ojT-Ak,2236,a,COVID test,6,49,7
Iu5Zn5dF50M,1078,a,COVID test,69,100,91
KIShK9Z4lWQ,3220,a,COVID test,5,52,13
ndMrEMyRgQM,2940,a,COVID test,3,70,30
banner49,3648,a,protest,89,100,100
banner58,1088,a,protest,93,100,100
banner53,125,a,protest,59,100,98
banner02,1520,a,protest,70,89,87
banner01,252,a,protest,77,100,86
banner39,1377,a,protest,65,86,92
M59JDLlmFWY,1152,a,COVID test,95,71,97
MEiGp8pIuXM,624,a,COVID test,16,46,91
HJsKFGUE-Ak,5145,a,COVID test,3,10,12
5j33uNevAKw,3180,a,COVID test,5,0,4
oh0gHw8JCRk,3744,a,COVID test,3,24,100
olqe6KS5FmM,2700,a,COVID test,4,21,100
eISbZutaed8,4726,a,birthday party,4,7,7
8OsoUWsNHiQ,4792,a,birthday party,47,76,14
DVA0Np9bIO4,2397,a,birthday party,90,99,98
6VC9ci9TnHE,2403,a,birthday party,63,100,98
HpLQCPkGLhs,2223,a,birthday party,12,64,7
cNtI9QczpnA,3280,a,birthday party,5,38,20
cIhak7--M8Q,1040,a,medical procedure (other than COVID test),95,64,98
CtZpSbLwLUM,4250,a,medical procedure (other than COVID test),4,25,15
cIuGwaBFX8I,1032,a,medical procedure (other than COVID test),97,43,100
0mzkqSEk-tw,254,a,medical procedure (other than COVID test),5,25,40
ECJxSZXBBk8,516,a,medical procedure (other than COVID test),81,28,100
6P7zkVLbxWc,1334,a,medical procedure (other than COVID test),6,25,28
4gRjBTFH4mM,630,a,medical procedure (other than COVID test),85,98,100
cIuGwaBFX8I,43,a,medical procedure (other than COVID test),4,12,6
0KmTzoa18XQ,2898,a,medical procedure (other than COVID test),95,63,100
0mzkqSEk-tw,2794,a,medical procedure (other than COVID test),23,52,58
dOkNrT6qqSU,509,a,medical procedure (other than COVID test),65,100,100
"""-BCDM4i3Cho""",924,a,medical procedure (other than COVID test),5,50,3
8OsoUWsNHiQ,2396,a,birthday party,28,68,20
eYGGZV-JqvI,1908,a,birthday party,98,94,98
2q0s_YRLAps,19512,a,birthday party,22,58,0
gdcWcsQ_l_U,2700,a,birthday party,19,22,2
D9EjcfgEaNo,17584,a,birthday party,47,70,0
16IndzFp8HQ,22825,a,birthday party,50,100,100
aOOJepvncBE,17226,a,wedding,95,100,100
FyLdDChK6sE,1224,a,wedding,94,100,100
5A-3of5FoB8,5655,a,wedding,94,100,100
AxlDl0L8zt8,1785,a,wedding,8,44,1
ef5c0izPTNg,931,a,wedding,94,90,100
Gwz0Z1qY5Wc,3432,a,wedding,86,90,100
EMoFeXZpJyg,1152,a,wedding,3,47,4
2um9Pbu5BO4,2720,a,wedding,3,53,6
aFJ7U95QQx4,1562,a,wedding,85,72,100
aOOJepvncBE,1782,a,wedding,3,10,2
Gwz0Z1qY5Wc,1144,a,wedding,42,80,100
46xhFCXBMJs,14868,a,wedding,92,100,100
NYDqFK_W9E8,420,a,COVID test,5,36,1
Hdjm5SEBl8A,97,a,COVID test,3,14,25
FxAD8xt0WiM,1220,a,COVID test,4,13,24
ec0gle7LF3A,1170,a,COVID test,16,85,100
MEiGp8pIuXM,3640,a,COVID test,79,81,99
nZ5ARMIiQ4A,2673,a,COVID test,95,100,100
kZhSPnnXyPo,3597,a,COVID test,3,65,93
aoz22H-Kii8,2484,a,COVID test,4,73,4
oh0gHw8JCRk,208,a,COVID test,4,75,2
HJsKFGUE-Ak,4410,a,COVID test,88,100,16
ndMrEMyRgQM,1848,a,COVID test,93,100,100
HLIcL6FZ_8M,267,a,COVID test,2,4,2
ec0gle7LF3A,3150,a,COVID test,6,2,10
n0-ZA-bUF_o,856,a,COVID test,5,26,24
nZ5ARMIiQ4A,1683,a,COVID test,39,93,100
vl4qPtARm2E,1806,a,COVID test,4,39,8
CbX_cJxEsG8,350,a,COVID test,5,63,62
hDma7N2a3m4,3807,a,COVID test,5,34,100
fNu-RiZEhqk,4061,a,parade,97,100,90
rIcQ4Knm0Ks,3850,a,parade,98,100,54
nUJVF25soJA,415,a,parade,99,99,100
i9Y6mLjjT-4,1422,a,parade,96,100,99
WQr71I7FIWc,350,a,parade,80,100,94
pfHGzc3-9B0,2160,a,parade,35,25,1
banner18,2596,a,protest,73,100,93
banner31,2067,a,protest,81,100,96
banner26,1326,a,protest,56,100,77
banner63,6444,a,protest,3,1,1
banner53,3375,a,protest,82,100,94
banner12,2332,a,protest,32,62,92
Fj5R_U2TaPk,584,a,medical procedure (other than COVID test),7,12,4
9_81OUez2bw,312,a,medical procedure (other than COVID test),95,100,97
f_uM1i53Y-s,1620,a,medical procedure (other than COVID test),97,91,72
79zs_gX2y5Q,6426,a,medical procedure (other than COVID test),4,5,95
cIuGwaBFX8I,1032,a,medical procedure (other than COVID test),95,100,97
f6HtqolhKqo,4185,a,medical procedure (other than COVID test),13,76,5
gfDWSjftuA0,20125,a,wedding,94,100,100
aJOeRUlrmoQ,0,a,wedding,4,1,8
aMk0WhTsBIE,2944,a,wedding,97,88,100
AxlDl0L8zt8,1190,a,wedding,39,59,2
byhX5cDBYxA,4550,a,wedding,97,89,100
a5_W5FYH5A4,2645,a,wedding,97,100,100
D9EjcfgEaNo,8164,a,birthday party,25,68,9
G7Qs8ewt8B4,4200,a,birthday party,72,100,99
-5VIQPJ8YOA,950,a,birthday party,70,73,100
19yKVDPGNv0,1440,a,birthday party,48,71,11
fwpYnUDbusw,9328,a,birthday party,11,10,10
6fdzHKRMn6Q,1248,a,birthday party,12,3,6
gl_ulT-BbLw,23125,b,wedding,3,4,3
fsucWkxGVE4,12312,b,wedding,4,6,4
3-sFLOcz_1I,2951,b,wedding,85,79,100
EMoFeXZpJyg,4032,b,wedding,100,100,100
_rIeDARnet0,776,b,wedding,100,100,100
6fdzHKRMn6Q,912,b,wedding,16,8,3
kZhSPnnXyPo,1308,b,medical procedure (other than COVID test),7,0,7
RvGDhjkZ_Gg,1855,b,medical procedure (other than COVID test),51,51,40
3rVj5ziqKUg,678,b,medical procedure (other than COVID test),4,49,4
bGElL___Dz0,416,b,medical procedure (other than COVID test),7,45,3
xhXThd33-cM,1269,b,medical procedure (other than COVID test),6,13,6
6x4ZgoAwyQo,4550,b,medical procedure (other than COVID test),4,50,53
banner44,1782,b,parade,7,1,0
banner22,512,b,parade,8,0,0
zMqfwJmtRKs,4356,b,parade,8,22,0
LyPzt5BhIEU,0,b,parade,9,50,15
XhkSoXQj9T8,1600,b,parade,97,100,56
banner43,95,b,parade,4,2,0
eISbZutaed8,2641,b,birthday party,44,33,7
g2w7Yu4hMYE,1620,b,birthday party,8,19,3
2g4gLqksTcA,22392,b,birthday party,5,1,0
aZFwRcv5--8,0,b,birthday party,6,1,2
6VC9ci9TnHE,534,b,birthday party,39,10,22
b9fnQSJOXDA,1302,b,birthday party,100,100,98
44HWfia55q4,3232,b,birthday party,55,14,2
ef5c0izPTNg,1064,b,birthday party,3,48,10
cNoOzS2HZ5k,27140,b,birthday party,3,0,100
8OsoUWsNHiQ,4193,b,birthday party,65,100,45
7wgDnx9iQfY,2940,b,birthday party,4,0,0
FexAG0oxtDw,238,b,birthday party,48,13,5
Mwq_a5R-iLY,1696,b,parade,7,19,35
zMqfwJmtRKs,3025,b,parade,10,11,0
banner21,300,b,parade,100,100,100
banner30,4040,b,parade,34,0,0
banner39,1377,b,parade,9,1,0
pLaAp_O1eFo,2346,b,parade,100,100,100
DwxxLHvp1ho,5184,b,wedding,3,0,5
fxzxifJEE_8,242,b,wedding,3,0,7
5A-3of5FoB8,3705,b,wedding,100,100,93
9tGS3c1Ja6o,3888,b,wedding,27,0,6
2DFAQAGZEAs,5376,b,wedding,0,0,17
46xhFCXBMJs,14868,b,wedding,91,100,100
_amwPjAcoC8,7999,b,wedding,3,0,0
dI6S2OZBY4E,2834,b,wedding,100,100,100
HGEDhnHIBio,2794,b,wedding,100,100,100
-5VIQPJ8YOA,190,b,wedding,4,3,0
6fdzHKRMn6Q,816,b,wedding,3,8,0
aJOeRUlrmoQ,2775,b,wedding,100,75,100
4z4FuYhnakQ,3990,b,wedding,4,4,4
aOOJepvncBE,17226,b,wedding,100,100,95
"""-El_iQ0i5Og""",0,b,wedding,3,5,3
7NSDVV0g-Eo,700,b,wedding,50,52,50
DVA0Np9bIO4,3948,b,wedding,3,3,0
FtnGrI4k2v4,52,b,wedding,5,3,5
uAotk8E_0tM,946,b,medical procedure (other than COVID test),4,100,96
Iu5Zn5dF50M,77,b,medical procedure (other than COVID test),4,4,2
0mzkqSEk-tw,254,b,medical procedure (other than COVID test),4,6,3
kU3Euj7-xVM,2511,b,medical procedure (other than COVID test),6,85,2
KIShK9Z4lWQ,5040,b,medical procedure (other than COVID test),4,1,2
tB3ScSis4ZI,3317,b,medical procedure (other than COVID test),4,1,5
fbY7HoJgtMQ,3006,b,wedding,100,100,97
de8dLXvgV-I,9672,b,wedding,100,100,100
5zpgg8lQchg,0,b,wedding,52,19,5
GUXGq5NlBOQ,2198,b,wedding,0,9,4
ATAYjBsD7_8,2079,b,wedding,98,70,90
gNlCq00gItY,6006,b,wedding,15,18,7
HGEDhnHIBio,4064,b,birthday party,3,0,0
7d8gP_PZMjc,16,b,birthday party,7,10,1
_rIeDARnet0,70,b,birthday party,7,0,100
5zpgg8lQchg,2635,b,birthday party,91,96,0
19yKVDPGNv0,288,b,birthday party,10,57,2
dWZ9Iv7tPKk,7100,b,birthday party,5,0,100
yKOfh_rc7HY,1248,b,protest,3,0,11
banner54,138,b,protest,90,91,58
QbC6dLG_dQY,816,b,protest,12,0,3
XhkSoXQj9T8,50,b,protest,14,0,3
banner25,1512,b,protest,90,100,98
banner44,2079,b,protest,81,97,93
BK_CKC5lw6I,170,b,birthday party,6,0,4
3-sFLOcz_1I,2497,b,birthday party,10,0,4
cBr1FeeNtFg,0,b,birthday party,91,100,55
eISbZutaed8,3336,b,birthday party,58,0,3
fzguPxHw7FQ,3003,b,birthday party,93,79,74
adpTLWCfu9k,0,b,birthday party,6,16,3
6P7zkVLbxWc,290,b,COVID test,6,5,15
aoz22H-Kii8,920,b,COVID test,5,90,100
4mPI1ILo17w,1218,b,COVID test,3,3,0
yxiLs_lXrV4,2610,b,COVID test,7,2,5
Sc3GnZFDstw,1575,b,COVID test,82,90,97
14mRmD8zHOk,2442,b,COVID test,8,50,80
banner14,1536,b,protest,94,100,100
banner54,414,b,protest,57,7,61
yETzf3GqEbs,618,b,protest,59,25,50
banner57,2870,b,protest,97,100,91
rIcQ4Knm0Ks,3850,b,protest,4,0,2
AAtnZ6mv38k,142,b,protest,83,96,55
6rQAzqQO83E,0,b,parade,31,2,1
banner36,9464,b,parade,93,39,4
banner35,1232,b,parade,0,72,26
eYWFkMZhvEo,1577,b,parade,100,98,100
2pp33MkzdFI,1974,b,parade,10,95,75
banner53,2000,b,parade,0,73,5
t9uDYv8y93g,531,b,protest,5,2,5
EpjD9mgeEfA,415,b,protest,5,4,8
banner13,4320,b,protest,90,90,97
banner33,6350,b,protest,72,100,100
banner53,2500,b,protest,100,98,99
pLaAp_O1eFo,2040,b,protest,5,38,4
de8dLXvgV-I,2232,b,wedding,90,100,60
8uZD12Hi0h0,3808,b,wedding,52,84,46
eYGGZV-JqvI,636,b,wedding,5,0,11
ERna-mPqw8M,120,b,wedding,4,8,9
9VP1n9zTk38,2587,b,wedding,88,90,100
8OsoUWsNHiQ,4792,b,wedding,2,0,9
ygOY3PDSpfM,1512,b,protest,0,15,4
banner01,1134,b,protest,100,95,61
XwGJJR07cp4,0,b,protest,0,18,3
EpjD9mgeEfA,2988,b,protest,0,19,4
banner08,114,b,protest,100,92,77
banner62,1036,b,protest,100,92,98
ec0gle7LF3A,3150,b,COVID test,0,25,4
0mzkqSEk-tw,3937,b,COVID test,55,27,1
NYDqFK_W9E8,2856,b,COVID test,14,28,7
eVBD7TQLS-E,3720,b,COVID test,0,16,5
gtYImU6ELks,4012,b,COVID test,100,54,50
Dz5ZVxWit3w,1674,b,COVID test,97,19,1
yFHY9bLtDaQ,1836,b,protest,59,42,52
RjyFJj1K9gU,1200,b,protest,4,7,3
banner34,7840,b,protest,73,100,98
pOCLZsJLu00,4089,b,protest,4,0,4
banner65,2380,b,protest,14,100,41
banner11,1892,b,protest,46,90,46
zMqfwJmtRKs,1210,b,parade,56,28,26
"""-jmFL0i8_ZU""",2025,b,parade,0,94,91
QELVDv9vhIE,759,b,parade,100,99,81
banner19,884,b,parade,1,9,96
banner34,672,b,parade,0,5,94
banner01,1890,b,parade,1,22,100
BK_CKC5lw6I,425,b,wedding,100,100,100
eqhAaAOrw6I,129,b,wedding,17,87,10
dcINl0zJ_YU,8296,b,wedding,100,100,100
8OsoUWsNHiQ,10782,b,wedding,7,9,5
COiFSitg930,437,b,wedding,75,50,14
a4XhrObLzkM,5565,b,wedding,7,0,4
adpTLWCfu9k,488,b,birthday party,8,0,2
EMoFeXZpJyg,6336,b,birthday party,7,0,4
16IndzFp8HQ,7304,b,birthday party,47,93,97
cNtI9QczpnA,3280,b,birthday party,5,2,3
HpLQCPkGLhs,4095,b,birthday party,3,16,37
31U5E5xbm9Y,8415,b,birthday party,7,0,4
GPRS1QbPtj4,504,b,birthday party,5,0,0
5A-3of5FoB8,975,b,birthday party,5,0,0
31U5E5xbm9Y,4488,b,birthday party,6,0,0
CTogUTHyO9M,726,b,birthday party,47,17,0
-5VIQPJ8YOA,6460,b,birthday party,74,73,100
_amwPjAcoC8,10946,b,birthday party,3,44,40
fbY7HoJgtMQ,167,b,wedding,6,6,0
b9fnQSJOXDA,6727,b,wedding,4,0,2
fgLxUND-dvQ,1048,b,wedding,4,95,3
gdcWcsQ_l_U,4050,b,wedding,7,16,36
HGEDhnHIBio,0,b,wedding,3,1,1
4qpTg5E1Xok,4655,b,wedding,5,1,2
cIuGwaBFX8I,1032,b,COVID test,4,4,4
_VOXeUDJf9I,100,b,COVID test,5,9,7
14mRmD8zHOk,1085,b,COVID test,8,0,1
DSrWjVyxEeg,350,b,COVID test,100,100,100
ckwUrjccl1U,4611,b,COVID test,12,0,5
nZ5ARMIiQ4A,990,b,COVID test,94,0,67
G7Qs8ewt8B4,4200,b,birthday party,100,89,87
FyLdDChK6sE,136,b,birthday party,52,27,30
16IndzFp8HQ,0,b,birthday party,0,6,2
46xhFCXBMJs,8673,b,birthday party,0,0,4
cNtI9QczpnA,984,b,birthday party,0,20,13
ef5c0izPTNg,931,b,birthday party,13,0,3
MFE_P_eVKZI,1917,b,parade,75,100,100
banner58,1088,b,parade,15,0,12
Mwq_a5R-iLY,1060,b,parade,99,100,96
banner49,1254,b,parade,79,0,12
banner64,0,b,parade,22,0,5
W8dq1uH9V5o,59,b,parade,11,0,5
f_uM1i53Y-s,1080,b,COVID test,5,21,5
n0-ZA-bUF_o,2568,b,COVID test,4,7,23
9_81OUez2bw,65,b,COVID test,53,4,37
5j33uNevAKw,3180,b,COVID test,3,0,3
ECJxSZXBBk8,2064,b,COVID test,47,87,51
ndMrEMyRgQM,1848,b,COVID test,81,100,78
Iu5Zn5dF50M,1386,b,medical procedure (other than COVID test),6,46,76
5j33uNevAKw,1590,b,medical procedure (other than COVID test),8,6,5
CtZpSbLwLUM,1000,b,medical procedure (other than COVID test),80,77,85
Ed_AMtyvreU,2646,b,medical procedure (other than COVID test),5,23,5
D12TDsfCzb4,6368,b,medical procedure (other than COVID test),10,64,53
aoz22H-Kii8,2852,b,medical procedure (other than COVID test),47,4,5
banner35,2541,b,parade,9,0,1
LyPzt5BhIEU,2550,b,parade,13,20,1
banner11,3010,b,parade,7,0,0
banner09,0,b,parade,6,0,1
R9-GPHlze48,770,b,parade,82,100,0
YWcPcm7tgIw,400,b,parade,71,100,0
yxiLs_lXrV4,6003,b,COVID test,8,0,15
IV4fpTCAUUM,549,b,COVID test,93,94,90
6x4ZgoAwyQo,4290,b,COVID test,9,7,46
DEiapWRTPIU,0,b,COVID test,78,87,64
D12TDsfCzb4,0,b,COVID test,6,2,4
hDma7N2a3m4,1833,b,COVID test,8,51,5
banner53,0,b,parade,4,1,2
yKOfh_rc7HY,384,b,parade,77,30,65
banner35,385,b,parade,17,0,6
banner37,1576,b,parade,45,10,63
Mwq_a5R-iLY,1431,b,parade,4,0,4
tS3U1j-YFLw,1175,b,parade,7,3,26
3rVj5ziqKUg,1130,b,medical procedure (other than COVID test),84,100,54
PeQhZpfuEx0,1378,b,medical procedure (other than COVID test),43,100,49
"""-lcdWy3VPOs""",2916,b,medical procedure (other than COVID test),40,8,38
cIuGwaBFX8I,1290,b,medical procedure (other than COVID test),89,100,84
wI5APoy7LWU,1344,b,medical procedure (other than COVID test),10,27,64
xhXThd33-cM,141,b,medical procedure (other than COVID test),4,27,5
banner26,765,b,protest,100,100,96
banner67,1628,b,protest,68,51,55
banner21,2700,b,protest,84,56,93
pOCLZsJLu00,2538,b,protest,10,0,6
cMyKA8oVgdQ,2210,b,protest,14,34,7
QbC6dLG_dQY,1530,b,protest,29,0,5
U4c8adLgEd0,945,b,COVID test,57,50,3
7oQKaOzzXyc,2312,b,COVID test,63,82,73
hDma7N2a3m4,1128,b,COVID test,6,27,3
cIhak7--M8Q,650,b,COVID test,5,100,6
DWyUaFsyd-g,624,b,COVID test,5,2,4
BH3ZaaxgPuw,1092,b,COVID test,8,4,50
97tDHvp036s,1357,b,parade,7,51,5
WYF7OP9wBiU,2662,b,parade,3,50,0
banner64,1445,b,parade,2,0,0
banner38,0,b,parade,5,1,1
banner40,1816,b,parade,4,0,0
W8dq1uH9V5o,1711,b,parade,4,2,10
MEiGp8pIuXM,624,b,COVID test,6,1,13
mSbitxEwU2M,2294,b,COVID test,55,50,68
ddzVJ4T1qhs,435,b,COVID test,6,0,22
gtYImU6ELks,3540,b,COVID test,85,77,4
eVBD7TQLS-E,360,b,COVID test,11,0,4
dOkNrT6qqSU,304,b,COVID test,7,0,74
D12TDsfCzb4,796,b,medical procedure (other than COVID test),7,42,6
BoHNtTQGnsU,1539,b,medical procedure (other than COVID test),11,3,4
utcuUvRYxfI,206,b,medical procedure (other than COVID test),11,2,1
5j33uNevAKw,848,b,medical procedure (other than COVID test),8,3,3
N83_Oe-yJU8,2860,b,medical procedure (other than COVID test),45,71,85
cIuGwaBFX8I,473,b,medical procedure (other than COVID test),8,48,70
_amwPjAcoC8,12209,b,birthday party,9,49,26
aJOeRUlrmoQ,0,b,birthday party,0,33,3
_UkzUg-UIHQ,228,b,birthday party,80,73,58
BK_CKC5lw6I,2210,b,birthday party,0,0,3
fsucWkxGVE4,6156,b,birthday party,85,82,77
4qpTg5E1Xok,931,b,birthday party,0,0,6
lumus1QxrPY,110,b,protest,5,34,3
banner10,120,b,protest,88,97,84
banner28,3712,b,protest,78,92,93
nUJVF25soJA,83,b,protest,4,29,2
rIcQ4Knm0Ks,1430,b,protest,4,8,3
banner46,4082,b,protest,83,98,95
banner48,78,b,parade,52,94,72
t9uDYv8y93g,0,b,parade,2,7,3
fNu-RiZEhqk,0,b,parade,5,5,3
banner36,1456,b,parade,70,79,93
ygOY3PDSpfM,864,b,parade,3,80,96
banner47,3420,b,parade,6,84,42
g2w7Yu4hMYE,900,b,birthday party,0,0,5
gAm5bIhCD2M,3638,b,birthday party,79,38,61
gNlCq00gItY,3822,b,birthday party,94,81,65
ATAYjBsD7_8,2387,b,birthday party,0,0,5
H0IGc2sVXDg,1731,b,birthday party,0,14,5
dI6S2OZBY4E,0,b,birthday party,0,8,5
Eh_cnVCU7nw,880,b,wedding,94,92,40
fsucWkxGVE4,17955,b,wedding,7,59,4
2q0s_YRLAps,7317,b,wedding,7,56,40
Gyt7uyHxJfo,814,b,wedding,100,90,100
9UdFlj9077A,2710,b,wedding,98,100,99
3l0XYe5kjs4,23548,b,wedding,8,9,4
banner63,0,b,parade,4,0,3
R9-GPHlze48,2170,b,parade,100,100,100
tS3U1j-YFLw,282,b,parade,47,5,59
WQr71I7FIWc,1680,b,parade,90,100,100
banner02,1520,b,parade,12,5,63
banner46,3925,b,parade,22,0,4
GXZK7aGNpUw,159,b,wedding,5,0,17
dWZ9Iv7tPKk,2840,b,wedding,65,0,4
HgxExb4Ig5A,445,b,wedding,87,79,96
AxlDl0L8zt8,510,b,wedding,23,16,4
7d8gP_PZMjc,32,b,wedding,77,35,47
cNtI9QczpnA,5740,b,wedding,6,0,5
7wgDnx9iQfY,1680,b,birthday party,100,94,92
fgLxUND-dvQ,393,b,birthday party,96,93,38
g2w7Yu4hMYE,2340,b,birthday party,13,8,4
D9EjcfgEaNo,5024,b,birthday party,1,17,4
ef5c0izPTNg,2527,b,birthday party,8,6,3
HgxExb4Ig5A,1246,b,birthday party,1,19,4
LyPzt5BhIEU,510,b,protest,100,99,99
banner44,2871,b,protest,100,99,100
W8dq1uH9V5o,885,b,protest,98,100,62
banner09,820,b,protest,95,24,48
yFHY9bLtDaQ,1944,b,protest,50,98,3
banner64,340,b,protest,100,100,95
banner31,5088,b,protest,93,100,100
yFHY9bLtDaQ,3240,b,protest,62,100,34
R9-GPHlze48,560,b,protest,6,1,0
banner25,420,b,protest,97,100,100
banner40,5675,b,protest,98,100,100
